ID	GeneSymbol	mRNA_Accession	adj.P.Val	P.Value	t	B	logFC	Gene.title
10476489		ENSMUST00000117198 	0.735877	2.03E-01	-1.4303358	-5.94577	-0.19239026	
10561920	Hcst	NM_011827 	0.735877	2.03E-01	1.4303144	-5.9458	0.27332958	hematopoietic cell signal transducer
10341934		---	0.735877	2.03E-01	1.4301307	-5.94603	1.1673242	
10500054	Psmd4	NM_001282017 	0.735877	2.03E-01	-1.4300928	-5.94607	-0.35176662	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
10576401	Gm9901	XR_405387 	0.735877	2.03E-01	-1.4300801	-5.94609	-0.38959222	predicted gene 9901
10370497	Pdxk	NM_172134 	0.735877	2.03E-01	1.4300656	-5.94611	0.86431174	"pyridoxal (pyridoxine, vitamin B6) kinase"
10341421		---	0.73601	2.03E-01	-1.429753	-5.94649	-0.26877369	
10416653	Kbtbd7	NM_001024135 	0.73601	2.03E-01	1.4297477	-5.9465	0.26147633	kelch repeat and BTB (POZ) domain containing 7
10544779	Hoxa7	NM_010455 	0.73601	2.03E-01	-1.4296999	-5.94656	-0.24865115	homeobox A7
10376366	Lypd8	NM_001083884 	0.736013	2.03E-01	1.4296151	-5.94666	0.25305069	LY6/PLAUR domain containing 8
10343015		---	0.736013	2.03E-01	1.429335	-5.947	2.52026878	
10497501	Naaladl2	XM_006543734 	0.736013	2.03E-01	-1.4293107	-5.94703	-0.22230961	N-acetylated alpha-linked acidic dipeptidase-like 2
10341649		---	0.736013	2.03E-01	-1.4292086	-5.94716	-0.58970385	
10368370		---	0.736013	2.03E-01	1.4291397	-5.94724	0.33302401	
10345025	Iars	NM_172015 	0.736013	2.03E-01	-1.4290235	-5.94739	-0.27499011	isoleucine-tRNA synthetase
10369909		---	0.736013	2.03E-01	-1.4289691	-5.94745	-0.17479995	
10357630	Srgap2	XM_006529138 	0.736013	2.03E-01	1.4289657	-5.94746	0.38912301	SLIT-ROBO Rho GTPase activating protein 2
10341928		---	0.736013	2.03E-01	1.4288345	-5.94762	0.257995	
10581645	Marveld3	NM_028584 	0.736013	2.03E-01	1.4287273	-5.94775	0.21257677	MARVEL (membrane-associating) domain containing 3
10374551		ENSMUST00000120694 	0.736013	2.03E-01	-1.4286375	-5.94786	-0.29194726	
10523468	Bmp2k	NM_080708 	0.736013	2.03E-01	1.4285801	-5.94793	0.6547168	BMP2 inducible kinase
10606546	Gm1971	AK165166 	0.736013	2.03E-01	-1.4285278	-5.948	-0.33127087	predicted gene 1971
10516789	Ptpru	NM_001083119 	0.736013	2.03E-01	-1.4285179	-5.94801	-0.3670565	"protein tyrosine phosphatase, receptor type, U"
10340958		---	0.736013	2.03E-01	1.4283783	-5.94818	0.55199127	
10341532		---	0.736013	2.03E-01	1.4283567	-5.94821	0.71304371	
10344391		---	0.736013	2.03E-01	-1.4282814	-5.9483	-0.38382247	
10459109	Tcof1	NM_001198984 	0.736013	2.03E-01	-1.4282316	-5.94836	-0.29263161	treacle ribosome biogenesis factor 1
10343620		---	0.736013	2.03E-01	-1.4281696	-5.94844	-0.2390347	
10344265		---	0.736013	2.03E-01	1.4281547	-5.94845	0.5629762	
10533428	Ccdc63	NM_001289809 	0.736035	2.03E-01	1.4280171	-5.94862	0.30296927	coiled-coil domain containing 63
10429199	Mir30d	NR_029718 	0.736035	2.04E-01	-1.427978	-5.94867	-0.26158403	microRNA 30d
10340152		---	0.736043	2.04E-01	-1.4278929	-5.94878	-1.730292	
10473604		ENSMUST00000117982 	0.736081	2.04E-01	-1.4277305	-5.94897	-0.19782763	
10463112	Ccnj	ENSMUST00000119316 	0.736081	2.04E-01	-1.4277002	-5.94901	-0.22913618	cyclin J
10562428	Wdr88	XM_001480144 	0.736084	2.04E-01	-1.427576	-5.94916	-0.15984889	WD repeat domain 88
10520405	Nom1	NM_001033457 	0.736084	2.04E-01	-1.4275437	-5.9492	-0.46482369	nucleolar protein with MIF4G domain 1
10419392	1700011H14Rik	NM_025956 	0.736202	2.04E-01	-1.4273016	-5.9495	-0.26953935	RIKEN cDNA 1700011H14 gene
10499939	Lce1k	NM_001254760 	0.736202	2.04E-01	-1.4272711	-5.94954	-0.2059229	late cornified envelope 1K
10566237	Olfr624	NM_001011865 	0.736202	2.04E-01	-1.4271813	-5.94965	-0.33721837	olfactory receptor 624
10472418	Gm13629	ENSMUST00000152740 	0.736202	2.04E-01	-1.4271165	-5.94973	-0.22825541	predicted gene 13629
10552112		ENSMUST00000119465 	0.73639	2.04E-01	-1.4268511	-5.95005	-0.17335752	
10338620		---	0.7364	2.04E-01	-1.4267398	-5.95019	-1.59265782	
10515839	Gm12863	ENSMUST00000155069 	0.7364	2.04E-01	-1.426579	-5.95039	-0.34230533	predicted gene 12863
10551981	U2af1l4///Igflr1	ENSMUST00000108161 	0.7364	2.04E-01	-1.4265541	-5.95042	-0.42200533	U2 small nuclear RNA auxiliary factor 1-like 4///IGF-like family receptor 1
10593384	Dixdc1	NM_178118 	0.7364	2.04E-01	1.4264923	-5.95049	0.20588399	DIX domain containing 1
10376950	Pmp22	NM_008885 	0.7364	2.04E-01	1.4264558	-5.95054	0.23184324	peripheral myelin protein 22
10404630	Riok1	XR_382077 	0.736435	2.04E-01	1.426343	-5.95068	0.53719468	RIO kinase 1 (yeast)
10447880	Mrpl18	NM_026310 	0.736435	2.04E-01	-1.426267	-5.95077	-0.86755431	mitochondrial ribosomal protein L18
10454483	Wdr33	NM_001170966 	0.73644	2.04E-01	-1.4261511	-5.95091	-0.4049557	WD repeat domain 33
10428827	Tmem65	NM_175212 	0.73644	2.04E-01	1.4261081	-5.95097	0.22735271	transmembrane protein 65
10340805		---	0.736472	2.04E-01	-1.4258376	-5.9513	-0.62415427	
10457485	Mir133a-1	NR_029547 	0.736472	2.04E-01	-1.4258323	-5.9513	-0.20061811	microRNA 133a-1
10342198		---	0.736472	2.04E-01	-1.4258173	-5.95132	-0.59235017	
10417326	LOC100861615///Gm3173///Gm3739///Gm3696///Gm3667///Gm3194///Gm3558///Gm10413///Gm3500///Gm10409///Gm3383///Gm3264///Gm3095///Gm3020///Gm10340///Gm2897///Gm10406///Gm9602///Gm3317///2610042L04Rik///Gm5796///Gm5795///Gm5458///Hn1l///Gm3696///Gm3667///Gm10413///Gm3264///Gm3636///Gm2897///Gm2237///Gm10406///Gm5795	NM_001024712 	0.736472	2.04E-01	-1.4257683	-5.95138	-0.33130241	alpha takusan-like///predicted gene 3173///predicted gene 3739///predicted gene 3696///predicted gene 3667///predicted gene 3194///predicted gene 3558///predicted gene 10413///predicted gene 3500///predicted pseudogene 8348///predicted gene 3383///predicted gene 3264///predicted gene 3095///predicted gene 3020///predicted gene 10340///predicted gene 2897///predicted gene 10406///predicted gene 9602///predicted gene 3317///RIKEN cDNA 2610042L04 gene///predicted gene 5796///predicted gene 5795///predicted gene 5458///hematological and neurological expressed 1-like///predicted gene 3696///predicted gene 3667///predicted gene 10413///predicted gene 3264///predicted gene 3636///predicted gene 2897///predicted gene 2237///predicted gene 10406///predicted gene 5795
10344364		---	0.736662	2.04E-01	-1.4254982	-5.95171	-0.32165308	
10491231	Mynn	NM_001289621 	0.736662	2.04E-01	1.4252652	-5.952	0.65782273	myoneurin
10601659	Srpx2	NM_001083895 	0.736662	2.04E-01	-1.4251302	-5.95217	-0.33473305	"sushi-repeat-containing protein, X-linked 2"
10558795	Pkp3	NM_001162924 	0.736662	2.04E-01	1.4250807	-5.95223	0.29278029	plakophilin 3
10362416	Trdn	NM_029726 	0.736662	2.04E-01	-1.4248959	-5.95245	-0.16859864	triadin
10601280	Dmrtc1b	NM_001039116 	0.736662	2.04E-01	-1.4248406	-5.95252	-0.26655514	DMRT-like family C1b
10508488		ENSMUST00000083834 	0.736662	2.04E-01	-1.4248286	-5.95254	-0.15710297	
10474807	Inafm2	NR_030716 	0.736662	2.04E-01	1.4248128	-5.95256	0.34436727	InaF motif containing 2
10503615		---	0.736662	2.04E-01	1.424792	-5.95258	0.21849497	
10339509		---	0.736662	2.04E-01	-1.4246721	-5.95273	-0.84641179	
10594636	Ppp1r2-ps3///Ppp1r2	NM_025800 	0.736662	2.04E-01	1.4246053	-5.95281	0.43181103	"protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 3///protein phosphatase 1, regulatory (inhibitor) subunit 2"
10343055		---	0.736662	2.04E-01	-1.4246013	-5.95282	-1.00146342	
10376534	Mprip	ENSMUST00000066330 	0.736662	2.04E-01	-1.4245782	-5.95284	-0.36415047	myosin phosphatase Rho interacting protein
10560304	Calm3	NM_007590 	0.736779	2.05E-01	-1.4242545	-5.95324	-0.24960737	calmodulin 3
10339323		---	0.736779	2.05E-01	-1.4242201	-5.95328	-0.91640439	
10473481	Olfr1028	NM_001011774 	0.736779	2.05E-01	-1.4240106	-5.95354	-0.19160799	olfactory receptor 1028
10407892	Cdk13	NM_001081058 	0.736779	2.05E-01	-1.4240023	-5.95355	-0.35047115	cyclin-dependent kinase 13
10399882	Dus4l	NM_028002 	0.736779	2.05E-01	-1.4239611	-5.9536	-0.26403103	dihydrouridine synthase 4-like (S. cerevisiae)
10478943	Pfdn4	NM_001013369 	0.736779	2.05E-01	1.4239065	-5.95367	0.58642999	prefoldin 4
10583903		ENSMUST00000158106 	0.736779	2.05E-01	1.4239023	-5.95367	0.27139447	
10388047	Nlrp1a	NM_001004142 	0.736779	2.05E-01	-1.4238464	-5.95374	-0.20397302	"NLR family, pyrin domain containing 1A"
10387655	Spem1	NM_028855 	0.736841	2.05E-01	1.4236075	-5.95403	0.22724379	sperm maturation 1
10417734	Nr1d2	NM_011584 	0.736841	2.05E-01	1.423541	-5.95412	0.41969783	"nuclear receptor subfamily 1, group D, member 2"
10533320	Adam1b	NM_172125 	0.736841	2.05E-01	-1.4235305	-5.95413	-0.22341844	a disintegrin and metallopeptidase domain 1b
10427538	Nipbl	NM_027707 	0.736841	2.05E-01	-1.4234413	-5.95424	-0.31093281	Nipped-B homolog (Drosophila)
10350173	Tnnt2	NM_001130174 	0.736841	2.05E-01	1.4232079	-5.95452	0.27200529	"troponin T2, cardiac"
10410092	Zfp367	NM_175494 	0.736841	2.05E-01	1.4231627	-5.95458	0.29935372	zinc finger protein 367
10461389	Rps7	NM_011300 	0.736841	2.05E-01	-1.4231533	-5.95459	-0.5619071	ribosomal protein S7
10474511	Olfr1300-ps1	NR_033534 	0.736841	2.05E-01	-1.4231448	-5.9546	-0.21738434	"olfactory receptor 1300, pseudogene 1"
10520010	Pmpcb	NM_028431 	0.736841	2.05E-01	1.4230942	-5.95466	0.40233405	peptidase (mitochondrial processing) beta
10447065	Rmdn2	NM_201361 	0.736899	2.05E-01	1.422959	-5.95483	0.16548603	regulator of microtubule dynamics 2
10559399	Oscar	NM_001290377 	0.736957	2.05E-01	1.4227923	-5.95503	0.19065716	osteoclast associated receptor
10361956	Map7	NM_001198635 	0.736957	2.05E-01	-1.4227217	-5.95512	-0.26230826	microtubule-associated protein 7
10598612	Otc	ENSMUST00000115528 	0.736957	2.05E-01	-1.4226713	-5.95518	-0.28398932	ornithine transcarbamylase
10456556	Stard6///Stard6	NM_001289648 	0.736995	2.05E-01	1.422492	-5.9554	0.19224308	StAR-related lipid transfer (START) domain containing 6///StAR-related lipid transfer (START) domain containing 6
10354468		---	0.736995	2.05E-01	-1.4224798	-5.95542	-0.23949417	
10341489		---	0.737018	2.05E-01	-1.421934	-5.95608	-0.16962657	
10343106		---	0.737018	2.05E-01	1.4218196	-5.95623	2.53099406	
10555254	Mir326	NR_029760 	0.737018	2.05E-01	1.42175	-5.95631	0.26002182	microRNA 326
10602271		ENSMUST00000116523 	0.737018	2.05E-01	-1.4217185	-5.95635	-0.18214387	
10450835	2410137M14Rik	NM_029747 	0.737018	2.05E-01	1.4216532	-5.95643	0.28097713	RIKEN cDNA 2410137M14 gene
10464030	Adra2a	NM_007417 	0.737018	2.05E-01	1.4215749	-5.95653	0.17125199	"adrenergic receptor, alpha 2a"
10495416	Vav3	NM_020505 	0.737018	2.05E-01	1.4213701	-5.95678	0.51934699	vav 3 oncogene
10422493	Gpr18	NM_182806 	0.737018	2.05E-01	-1.4213416	-5.95681	-0.63975884	G protein-coupled receptor 18
10343377		---	0.737018	2.05E-01	1.4212853	-5.95688	1.28436483	
10601354		ENSMUST00000122729 	0.737018	2.05E-01	-1.4212715	-5.9569	-1.19313493	
10492598	Nmd3	NM_133787 	0.737018	2.05E-01	-1.4211135	-5.95709	-0.54420344	NMD3 ribosome export adaptor
10453250		---	0.737018	2.05E-01	1.4210974	-5.95711	0.2510963	
10358124	Pkp1	NM_019645 	0.737018	2.05E-01	1.4210788	-5.95713	0.24056803	plakophilin 1
10373768	Selm	NM_053267 	0.737018	2.05E-01	1.4210181	-5.95721	0.17816537	selenoprotein M
10545697	Dguok	NM_001162521 	0.737018	2.05E-01	-1.4208599	-5.9574	-0.46054145	deoxyguanosine kinase
10361089	Fam71a	NM_001109759 	0.737018	2.05E-01	1.4208482	-5.95742	0.22828615	"family with sequence similarity 71, member A"
10559713	Zfp784	NM_001039532 	0.737018	2.05E-01	-1.4208212	-5.95745	-0.29669177	zinc finger protein 784
10552942	Lhb	NM_008497 	0.737018	2.05E-01	-1.42082	-5.95745	-0.27900344	luteinizing hormone beta
10342851		---	0.737018	2.05E-01	-1.420804	-5.95747	-0.33073231	
10355974	Wdfy1	NM_001111279 	0.737018	2.06E-01	1.4206989	-5.9576	0.36039186	WD repeat and FYVE domain containing 1
10432439	Fmnl3	NM_011711 	0.737018	2.06E-01	1.4204901	-5.95785	0.24530266	formin-like 3
10339547		---	0.737018	2.06E-01	-1.4204834	-5.95786	-0.83854383	
10338373		---	0.737018	2.06E-01	-1.4204796	-5.95787	-0.56287581	
10367524	Olfr813	NM_207147 	0.737018	2.06E-01	-1.4203968	-5.95797	-0.23826651	olfactory receptor 813
10496946	Zzz3	NM_001080755 	0.737018	2.06E-01	-1.420385	-5.95798	-0.76647797	"zinc finger, ZZ domain containing 3"
10339286		---	0.737018	2.06E-01	1.4203548	-5.95802	0.32779996	
10339504		---	0.737018	2.06E-01	-1.4203006	-5.95809	-0.76102865	
10564287		---	0.737018	2.06E-01	-1.4202577	-5.95814	-0.21011564	
10342141		---	0.737018	2.06E-01	-1.4202375	-5.95816	-0.32427873	
10398354		ENSMUST00000082518 	0.737073	2.06E-01	-1.4201062	-5.95832	-0.19129187	
10537938	Zfp783///Zfp956	NM_178898 	0.737581	2.06E-01	-1.4195187	-5.95904	-0.24265551	zinc finger protein 783///zinc finger protein 956
10415642	Sap18	NM_009119 	0.737607	2.06E-01	1.4193994	-5.95919	0.90129898	Sin3-associated polypeptide 18
10403455	Dip2c	NM_001081426 	0.737607	2.06E-01	1.4193179	-5.95929	0.26988034	disco interacting protein 2 homolog C
10443007	Neurl1b	NM_001081656 	0.737607	2.06E-01	1.4192527	-5.95937	0.2521689	neuralized E3 ubiquitin protein ligase 1B
10344416		---	0.737607	2.06E-01	-1.4191876	-5.95945	-0.30379036	
10471139	Hmcn2	XM_006498501 	0.737752	2.06E-01	-1.4189651	-5.95972	-0.30758712	hemicentin 2
10580274	Rnaseh2a	NM_027187 	0.737906	2.06E-01	-1.4187336	-5.96	-0.51534222	"ribonuclease H2, large subunit"
10472040	Gm13498	NR_033595 	0.738165	2.06E-01	1.4183972	-5.96042	0.26908784	"heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene"
10339661		---	0.738303	2.06E-01	-1.4181827	-5.96068	-0.69449	
10593356	Sdhd	NM_025848 	0.738349	2.06E-01	1.4180604	-5.96083	0.2922926	"succinate dehydrogenase complex, subunit D, integral membrane protein"
10607868	Tlr8	NM_133212 	0.738408	2.06E-01	1.4177637	-5.96119	0.17041792	toll-like receptor 8
10521698	Tapt1	---	0.738408	2.06E-01	-1.4177397	-5.96122	-0.24168776	transmembrane anterior posterior transformation 1
10364856	Dot1l	NM_199322 	0.738408	2.06E-01	1.4176425	-5.96134	0.27759989	"DOT1-like, histone H3 methyltransferase (S. cerevisiae)"
10506968	Ttc39a	NM_001145948 	0.738408	2.06E-01	1.4175847	-5.96141	0.21837421	tetratricopeptide repeat domain 39A
10575909	Adad2	NM_029428 	0.738408	2.06E-01	1.4175406	-5.96146	0.20671525	adenosine deaminase domain containing 2
10507675	Hivep3	ENSMUST00000084306 	0.738408	2.06E-01	1.4175361	-5.96147	0.24182876	human immunodeficiency virus type I enhancer binding protein 3
10488748	Cdk5rap1	NM_025876 	0.738408	2.06E-01	-1.4174669	-5.96155	-0.25615523	CDK5 regulatory subunit associated protein 1
10608304		---	0.73862	2.06E-01	-1.4171775	-5.96191	-0.49710788	
10433352	Ubn1	NM_026666 	0.738693	2.07E-01	1.4170184	-5.9621	0.30399116	ubinuclein 1
10547740	C1s1	NM_001097617 	0.738693	2.07E-01	-1.4169519	-5.96218	-0.2388679	"complement component 1, s subcomponent 1"
10533734	Abcb9	ENSMUST00000126856 	0.738876	2.07E-01	1.4166846	-5.96251	0.25976286	"ATP-binding cassette, sub-family B (MDR/TAP), member 9"
10354773	Hsfy2	NM_027661 	0.738876	2.07E-01	-1.4166158	-5.9626	-0.21140077	"heat shock transcription factor, Y-linked 2"
10364222	Ftcd	NM_080845 	0.739018	2.07E-01	1.4163815	-5.96288	0.21042883	formiminotransferase cyclodeaminase
10538575		ENSMUST00000177200 	0.739018	2.07E-01	-1.4162994	-5.96298	-0.21569018	
10547540	Mical3	NM_001270475 	0.739018	2.07E-01	1.4162446	-5.96305	0.19972558	"microtubule associated monooxygenase, calponin and LIM domain containing 3"
10405343	Tspan17	NM_028841 	0.739038	2.07E-01	1.416148	-5.96317	0.26026112	tetraspanin 17
10586306	Igdcc4	NM_001290315 	0.739239	2.07E-01	1.4158707	-5.96351	0.24530797	"immunoglobulin superfamily, DCC subclass, member 4"
10431220	Cdpf1	NM_001164625 	0.739244	2.07E-01	-1.4157891	-5.96361	-0.24267252	"cysteine rich, DPF motif domain containing 1"
10408202	Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d	NM_178205 	0.739308	2.07E-01	1.4156372	-5.96379	0.60019924	"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10338429		---	0.739308	2.07E-01	1.4155289	-5.96393	0.4388661	
10378053	Fam64a	NM_144526 	0.739308	2.07E-01	1.4154964	-5.96396	0.16360052	"family with sequence similarity 64, member A"
10564111		ENSMUST00000177987 	0.739408	2.07E-01	-1.4153063	-5.9642	-0.17285556	
10462632	Kif20b	NM_183046 	0.739408	2.07E-01	-1.4151775	-5.96435	-0.31817853	kinesin family member 20B
10405448	Slc34a1	NM_011392 	0.739408	2.07E-01	1.4151194	-5.96443	0.28684405	"solute carrier family 34 (sodium phosphate), member 1"
10342120		---	0.739408	2.07E-01	-1.4150328	-5.96453	-1.71926851	
10343246		---	0.739408	2.07E-01	1.414923	-5.96467	1.09252441	
10487447	Mall	NM_145532 	0.739408	2.07E-01	1.4148424	-5.96476	0.36512206	"mal, T cell differentiation protein-like"
10400191	Strn3	NM_001172098 	0.739408	2.07E-01	-1.4148402	-5.96477	-0.16898804	"striatin, calmodulin binding protein 3"
10432492	Faim2	NM_001038658 	0.739408	2.07E-01	1.4147664	-5.96486	0.32137266	Fas apoptotic inhibitory molecule 2
10594501	Hacd3	NM_021345 	0.739408	2.07E-01	1.4147109	-5.96493	0.3289201	3-hydroxyacyl-CoA dehydratase 3
10368681	Rfpl4b	NM_001177783 	0.739498	2.07E-01	-1.4145437	-5.96513	-0.18893887	ret finger protein-like 4B
10339612		---	0.739543	2.07E-01	-1.4144223	-5.96528	-0.19583414	
10568392	Rgs10	NM_026418 	0.739616	2.07E-01	-1.4142735	-5.96546	-0.26035961	regulator of G-protein signalling 10
10353684		ENSMUST00000082499 	0.739835	2.07E-01	-1.4139782	-5.96582	-0.17563547	
10339500		---	0.74009	2.08E-01	-1.4135921	-5.96629	-1.23798798	
10578572	Stox2	NM_001114311 	0.74009	2.08E-01	-1.4135705	-5.96632	-0.19450122	storkhead box 2
10340797		---	0.740106	2.08E-01	-1.4134319	-5.96649	-0.50581948	
10340504		---	0.740106	2.08E-01	1.413343	-5.9666	0.71070831	
10339444		---	0.740106	2.08E-01	-1.413275	-5.96668	-0.87670439	
10543544	Lrrc4	NM_138682 	0.740106	2.08E-01	1.4132494	-5.96671	0.18451481	leucine rich repeat containing 4
10409261	Diras2	NM_001024474 	0.740111	2.08E-01	1.4131686	-5.96681	0.28671658	"DIRAS family, GTP-binding RAS-like 2"
10343453		---	0.7402	2.08E-01	-1.4127855	-5.96728	-0.32164182	
10522934	Amtn	NM_027793 	0.7402	2.08E-01	-1.4127747	-5.96729	-0.229264	amelotin
10583448	Camkv///Rpl21///Cep170	NM_019647 	0.7402	2.08E-01	-1.4127471	-5.96732	-0.3301837	CaM kinase-like vesicle-associated///ribosomal protein L21///centrosomal protein 170
10571958	Sh3rf1	NM_021506 	0.7402	2.08E-01	1.4127312	-5.96734	0.25114166	SH3 domain containing ring finger 1
10604671		ENSMUST00000120850 	0.7402	2.08E-01	1.4126997	-5.96738	0.32094439	
10344464		---	0.740217	2.08E-01	-1.4126066	-5.9675	-1.32300123	
10391431	Aarsd1	NM_144829 	0.740231	2.08E-01	1.41242	-5.96772	0.31464597	alanyl-tRNA synthetase domain containing 1
10568169	Qprt	NM_133686 	0.740231	2.08E-01	1.412403	-5.96775	0.18115074	quinolinate phosphoribosyltransferase
10338258		---	0.740231	2.08E-01	-1.4123637	-5.96779	-0.63717512	
10568948	Sprn	NM_183147 	0.740244	2.08E-01	1.4122655	-5.96791	0.20960408	shadow of prion protein
10537957	Krba1	NM_133922 	0.740244	2.08E-01	-1.4121986	-5.96799	-0.19425104	KRAB-A domain containing 1
10547976	Tapbpl	NM_145391 	0.740255	2.08E-01	-1.4120359	-5.96819	-0.48441163	TAP binding protein-like
10338886		---	0.740255	2.08E-01	-1.4120072	-5.96823	-0.70254001	
10343382		---	0.740255	2.08E-01	-1.4119597	-5.96829	-1.34924286	
10452876		---	0.740326	2.08E-01	-1.4117965	-5.96849	-0.26824936	
10338086		---	0.740326	2.08E-01	1.4117338	-5.96856	1.63463253	
10562059	Cox6b1	NM_025628 	0.740326	2.08E-01	1.4116074	-5.96872	0.42417955	"cytochrome c oxidase, subunit VIb polypeptide 1"
10374366	Egfr	NM_007912 	0.740326	2.08E-01	1.4115857	-5.96874	0.16155231	epidermal growth factor receptor
10594080	Tbc1d21	NM_028854 	0.740427	2.08E-01	1.411408	-5.96896	0.2226095	"TBC1 domain family, member 21"
10598482	Timm17b	NM_011591 	0.740482	2.08E-01	1.4112772	-5.96912	0.33398307	translocase of inner mitochondrial membrane 17b
10352354	A430110L20Rik	XR_399164 	0.74057	2.08E-01	-1.4110539	-5.96939	-0.57247062	RIKEN cDNA A430110L20 gene
10576944	Gm10067	XR_404695 	0.74057	2.08E-01	-1.4109916	-5.96947	-0.29822668	predicted gene 10067
10339983		---	0.74057	2.08E-01	-1.4108694	-5.96962	-0.17395817	
10341794		---	0.74057	2.08E-01	-1.410821	-5.96968	-0.47525167	
10529656	Nsg1	NM_010942 	0.74057	2.08E-01	-1.4106197	-5.96992	-0.24727469	neuron specific gene family member 1
10435019	Smco1	NM_183283 	0.74057	2.08E-01	-1.4105966	-5.96995	-0.26900338	single-pass membrane protein with coiled-coil domains 1
10559743	Vmn1r186///Vmn1r57///Vmn1r61///Vmn1r60///Vmn1r59///Vmn1r55///Vmn1r62///Vmn1r56///Vmn1r58	NM_207543 	0.74057	2.08E-01	1.4105819	-5.96997	0.22859666	vomeronasal 1 receptor Vmn1r186///vomeronasal 1 receptor 57///vomeronasal 1 receptor 61///vomeronasal 1 receptor 60///vomeronasal 1 receptor 59///vomeronasal 1 receptor 55///vomeronasal 1 receptor 62///vomeronasal 1 receptor 56///vomeronasal 1 receptor 58
10549780	Epn1	NM_001252454 	0.74057	2.08E-01	1.4105815	-5.96997	0.33559123	epsin 1
10342702		---	0.740601	2.08E-01	1.4104749	-5.9701	0.4307696	
10378319	P2rx5	NM_033321 	0.740671	2.08E-01	1.4103285	-5.97028	0.27256952	"purinergic receptor P2X, ligand-gated ion channel, 5"
10359113	Fam163a	NM_177838 	0.740784	2.08E-01	1.4101116	-5.97054	0.22393978	"family with sequence similarity 163, member A"
10338347		---	0.740784	2.08E-01	1.4100645	-5.9706	0.36588716	
10340641		---	0.74084	2.09E-01	-1.4099316	-5.97076	-2.20248306	
10342571		---	0.740887	2.09E-01	1.4097197	-5.97102	1.17673027	
10555011	Nars2	NM_153591 	0.740887	2.09E-01	-1.4096396	-5.97112	-0.42095977	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)
10490126	Rps29	NM_009093 	0.740887	2.09E-01	-1.4096319	-5.97113	-0.16533145	ribosomal protein S29
10606204		ENSMUST00000082942 	0.740887	2.09E-01	-1.4095814	-5.97119	-0.19976967	
10338261		---	0.740978	2.09E-01	-1.4094151	-5.97139	-1.51198065	
10346878	Zdbf2	NM_001267872 	0.741022	2.09E-01	-1.4092951	-5.97154	-0.23597936	"zinc finger, DBF-type containing 2"
10459866	Slc14a1	NM_001171010 	0.74105	2.09E-01	-1.4091198	-5.97175	-0.57335111	"solute carrier family 14 (urea transporter), member 1"
10511207	Cpsf3l	NM_028020 	0.74105	2.09E-01	-1.4090362	-5.97185	-0.18340605	cleavage and polyadenylation specific factor 3-like
10398936	Pacs2	NM_001081170 	0.74105	2.09E-01	1.4088883	-5.97204	0.54894877	phosphofurin acidic cluster sorting protein 2
10490903	Car13	NM_024495 	0.74105	2.09E-01	1.4088036	-5.97214	0.21376554	carbonic anhydrase 13
10383010	Socs3	U72673 	0.74105	2.09E-01	-1.4087325	-5.97223	-0.25704994	suppressor of cytokine signaling 3
10471438	Dpm2	NM_010073 	0.74105	2.09E-01	1.4086238	-5.97236	0.84660849	dolichol-phosphate (beta-D) mannosyltransferase 2
10362062	1700021A07Rik	ENSMUST00000042671 	0.74105	2.09E-01	-1.4086018	-5.97238	-0.33823006	RIKEN cDNA 1700021A07 gene
10555875	Olfr653	NM_147074 	0.74105	2.09E-01	-1.4085909	-5.9724	-0.1984643	olfactory receptor 653
10342401		---	0.74105	2.09E-01	-1.408521	-5.97248	-0.55664737	
10341286		---	0.74105	2.09E-01	-1.4083159	-5.97273	-0.40842372	
10601459	Pou3f4	NM_008901 	0.74105	2.09E-01	-1.4082422	-5.97282	-0.29326791	"POU domain, class 3, transcription factor 4"
10474936	Spint1	NM_016907 	0.74105	2.09E-01	1.4082221	-5.97285	0.22489408	"serine protease inhibitor, Kunitz type 1"
10347036	A730034C02///Map2	NM_001039934 	0.74105	2.09E-01	-1.4080379	-5.97307	-0.20164549	uncharacterized protein A730034C02///microtubule-associated protein 2
10343646		---	0.74105	2.09E-01	-1.408033	-5.97308	-0.5419039	
10465715	Slc22a19	NM_144785 	0.74105	2.09E-01	-1.4079274	-5.97321	-0.17227894	"solute carrier family 22 (organic anion transporter), member 19"
10341130		---	0.74105	2.09E-01	-1.4077629	-5.97341	-0.37910921	
10588380	Cpne4	NM_028719 	0.74105	2.09E-01	-1.4076652	-5.97353	-0.22301391	copine IV
10347910	Fbxo36	NM_025386 	0.74105	2.09E-01	-1.4076043	-5.9736	-0.7741682	F-box protein 36
10598081		ENSMUST00000082401 	0.74105	2.09E-01	-1.407535	-5.97369	-1.27743585	
