	GeneSymbol_GSM2386506_Kupper.txt	mRNA_Accession_GSM2386506_Kupper.txt	adj.P.Val_GSM2386506_Kupper.txt	logFC_GSM2386506_Kupper.txt	GeneSymbol_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	mRNA_Accession_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	adj.P.Val_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	logFC_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	GeneSymbol_GSE79858_Slansky_TIL_v_TN.txt	mRNA_Accession_GSE79858_Slansky_TIL_v_TN.txt	adj.P.Val_GSE79858_Slansky_TIL_v_TN.txt	logFC_GSE79858_Slansky_TIL_v_TN.txt	GeneSymbol_GSE_Anderson_TIL_v_Naive.txt	mRNA_Accession_GSE_Anderson_TIL_v_Naive.txt	adj.P.Val_GSE_Anderson_TIL_v_Naive.txt	logFC_GSE_Anderson_TIL_v_Naive.txt
2519	Ccdc138	NM_001162956	0.9311	-0.074501	Ccdc138	NM_001162956	0.9598610000000001	-0.04297391	Ccdc138	NM_001162956	0.35410059	0.19	Ccdc138	NM_001162956	0.0824	-0.2578585000000001
2520	Ccdc14	NM_172824	0.8242	0.15843933	Ccdc14	NM_172824	0.970326	0.02642063	Ccdc14	NM_172824	0.041120800000000006	0.657	Ccdc14	NM_172824	0.642	0.40610999999999997
2521	Ccdc141	ENSMUST00000049544	0.6926	0.248473	Ccdc141	NM_001025576	0.811679	-0.13948356199999998	Ccdc141	NM_001025576	0.45931818199999996	0.22339999999999974	Ccdc141	NM_001025576	0.5098333333333334	0.29640445
2522	Ccdc142	NM_001081266	0.6286499999999999	-0.09705566500000001	Ccdc142	NM_001081266	0.6992550000000001	0.20837177	Ccdc142	NM_001081266	0.17388687	0.35	Ccdc142	NM_001081266	0.225	-0.30895359999999994
2523	Ccdc146	NM_029195	0.9921	-0.006634999999999999	Ccdc146	NM_029195	0.9150530000000001	-0.0743602	Ccdc146	NM_029195	0.22253599	-0.237	Ccdc146	NM_029195	0.6609999999999999	0.1470091
2524	Ccdc149	NM_001256059	0.8278	0.20794933	Ccdc149	NM_001256059	0.5184465	0.127416105	Ccdc149	NM_001256059	0.33132898000000005	-0.27649999999999997	Ccdc149	NM_001256059	0.242	-0.3434281
2525	Ccdc150	NM_030025	0.9805	0.035056	Ccdc150	NM_030025	0.826624	0.18484189999999998	Ccdc150	NM_030025	0.30160689	0.17300000000000001	Ccdc150	NM_030025	0.95	0.026750799999999998
2526	Ccdc151	NM_001163787	0.9993	-0.00101133	Ccdc151	NM_001163787	0.8350209999999999	-0.12937507	Ccdc151	NM_001163787	0.36089468	-0.183	Ccdc151	NM_001163787	0.8565	-0.06581115
2527	Ccdc153	NM_001081369	0.9446	-0.09741967	Ccdc153	NM_001081369	0.991816	-0.01840044	Ccdc153	NM_001081369	0.03968886	-0.557	Ccdc153	NM_001081369	0.12300000000000001	-0.7786304000000001
2528	Ccdc157	NM_177616	0.9325	0.08177567	Ccdc157	NM_001164620	0.9573440000000001	0.03316586	Ccdc157	NM_001164620	0.06419304	-0.38	Ccdc157	NM_001164620	0.602	0.6357174
2529	Ccdc158	ENSMUST00000060930	0.5959	0.261035	Ccdc158	NM_177230	0.942783	0.06751023	Ccdc158	NM_177230	0.15222363	-0.24	Ccdc158	NM_177230	0.233	0.2927803
2530	Ccdc159	NM_001164614	0.9377	0.06229067	Ccdc159	NM_001164614	0.9888469999999999	0.01049389	Ccdc159	NM_001164614	0.22715424	-0.257	Ccdc159	NM_001164614	0.937	0.0199156
2531	Ccdc160	NM_001034059	0.924	0.066294	Ccdc160	NM_001034059	0.847822	-0.15304926	Ccdc160	NM_001034059	0.62397808	-0.133	Ccdc160	NM_001034059	0.49700000000000005	-0.2385348
2532	Ccdc162	NM_001177571	0.8595999999999999	0.12032983500000001	Ccdc162	XM_006512907	0.857062	-0.09266158	Ccdc162	XM_006512907	0.29879585	-0.18	Ccdc162	NM_001177571	0.145	0.4047142
2533	Ccdc163	NM_026714	0.1844	-1.13272667	Ccdc163	NM_026714	0.930502	0.08081756	Ccdc163	NM_026714	0.05333542	0.42700000000000005	Ccdc163	NM_026714	0.01834	1.2079608
2534	Ccdc18	NM_028481	0.9798	0.03757733	Ccdc18	NM_028481	0.701628	0.18375242	Ccdc18	NM_028481	0.0020472000000000003	0.877	Ccdc18	NM_028481	0.17933333333333334	0.5887436
2535	Ccdc22	ENSMUST00000033483	0.6808	-0.28043833	Ccdc22	NM_138603	0.832957	-0.13972671	Ccdc22	NM_138603	0.9870770000000001	0.0033299999999999996	Ccdc22	NM_138603	0.017519999999999997	-1.0349599333333335
2536	Ccdc25	NM_145944	0.5648	-0.283266	Ccdc25	NM_145944	0.972925	0.07155833	Ccdc25	NM_145944	0.55887881	0.13699999999999998	Ccdc25	NM_145944	0.85	0.1290273
2537	Ccdc28a	NM_144820	0.1431	-1.27885433	Ccdc28a	NM_144820	0.268905	-0.98937309	Ccdc28a	NM_144820	0.93937453	-0.0167	Ccdc28a	NM_144820	0.41566666666666663	0.00202593333333335
2538	Ccdc28b	ENSMUST00000030586	0.6561	-0.336539	Ccdc28b	NM_025455	0.648572	-0.51752682	Ccdc28b	NM_025455	0.03365886	-0.69	Ccdc28b	NM_025455	0.27258000000000004	-0.842726125
2539	Ccdc3	NM_028804	0.76145	0.126497335	Ccdc3	NM_028804	0.719731	0.19589165	Ccdc3	NM_028804	0.27941944	-0.34700000000000003	Ccdc3	NM_028804	0.7	-0.1672785
2540	Ccdc30	NM_028698	0.5275	-0.31236233	Ccdc30	NM_001270435	0.886544	0.09092523	Ccdc30	NM_001270435	0.5150571	-0.133	Ccdc30	NM_001270435	0.6288285714285714	0.08518035714285714
2541	Ccdc32	NM_199310	0.8313	-0.313345	Ccdc32	NM_199310	0.266457	-0.84894405	Ccdc32	NM_199310	0.38983255	-0.247	Ccdc32	NM_199310	0.0925	0.5933175
2542	Ccdc33	NM_001166282	0.8921	0.040907000000000006	Ccdc33	NM_001166282	0.999287	-0.00067281	Ccdc33	NM_001166282	0.69997757	-0.09	Ccdc33	NM_001166282	0.251	-0.527046
2543	Ccdc34	NM_026613	0.6941	-0.26915500000000003	Ccdc34	NM_026613	0.770895	-0.24942001	Ccdc34	NM_026613	0.00153122	1.42	Ccdc34	NM_026613	0.29439999999999994	0.8352102999999999
2544	Ccdc38	NM_175488	0.9124	-0.11119967	Ccdc38	NM_175488	0.848877	-0.0949887	Ccdc38	NM_175488	0.38450827	-0.19	Ccdc38	NM_175488	0.21799999999999997	0.88592625
2545	Ccdc40	NM_175430	0.8258	0.17593633	Ccdc40	NM_175430	0.475912	0.48634277	Ccdc40	NM_175430	0.1483892	-0.263	Ccdc40	NM_175430	0.927	0.027170499999999997
2546	Ccdc43	ENSMUST00000092569	0.4078	-0.48165967	Ccdc43	ENSMUST00000153157	0.826624	-0.22120832	Ccdc43	ENSMUST00000153157	0.2284905	0.29	Ccdc43	NM_025918	0.08934999999999998	1.5259029
2547	Ccdc47	ENSMUST00000002043	0.3965	-0.4349770000000001	Ccdc47	NM_026009	0.977901	-0.0326847	Ccdc47	NM_026009	0.36920195	0.48700000000000004	Ccdc47	NM_026009	0.2711675	-0.6897723
2548	Ccdc50	ENSMUST00000100026	0.1768	1.474177	Ccdc50	NM_001025615	0.33829000000000004	1.02158992	Ccdc50	NM_001025615	0.10044063	0.75	Ccdc50	NM_001025615	0.017825475	1.8623072
2549	Ccdc51	NM_025689	0.6007	-0.30651167	Ccdc51	NM_025689	0.766921	-0.17676474	Ccdc51	NM_025689	0.79031383	-0.07	Ccdc51	NM_025689	0.158	0.4351973
2550	Ccdc53	NM_026070	0.053	-2.28259367	Ccdc53	NM_001122960	0.375446	-0.77819422	Ccdc53	NM_001122960	0.08877533	0.3	Ccdc53	NM_001122960	0.24602499999999997	-0.5436291
2551	Ccdc54	NM_027046	0.76315	-0.1850345	Ccdc54	NM_027046	0.659687	-0.22798747	Ccdc54	NM_027046	0.80903561	-0.06	Ccdc54	NM_027046	0.85	0.049986
2552	Ccdc57	NM_027745	0.7523	0.20963633	Ccdc57	NM_027745	0.9573450000000001	-0.03302923	Ccdc57	NM_027745	0.22513596	-0.263	Ccdc57	NM_027745	0.713	-0.1089559
2553	Ccdc58	NM_198645	0.0808	-1.66548733	Ccdc58	NM_001159421	0.765545	-0.41988094	Ccdc58	NM_001159421	0.02227456	0.943	Ccdc58	NM_001159421	0.5107	-0.7954891
2554	Ccdc59	ENSMUST00000020049	0.7081	-0.38947867	Ccdc59	NM_025602	0.62463	0.40655749999999996	Ccdc59	NM_025602	0.89284203	-0.0233	Ccdc59	NM_025602	0.00505	1.4793683000000002
2555	Ccdc6	NM_001111121	0.6485	-0.45562533	Ccdc6	NM_001111121	0.8302360000000001	-0.23659041	Ccdc6	NM_001111121	0.48239201	-0.163	Ccdc6	NM_001111121	0.725	-0.2028926
2556	Ccdc61	NM_001033314	0.5608	-0.29016167	Ccdc61	NM_001033314	0.962349	0.04429082	Ccdc61	NM_001033314	0.06265362	0.43700000000000006	Ccdc61	NM_001033314	0.7090000000000001	0.10614349999999999
2557	Ccdc62	NM_001134767	0.8489	-0.15373867	Ccdc62	NM_001134767	0.950133	-0.07832614	Ccdc62	NM_001134767	0.73749614	-0.0767	Ccdc62	NM_001134767	0.8290000000000001	-0.09733510000000001
2558	Ccdc63	NM_183307	0.9416	-0.06116333	Ccdc63	NM_001289809	0.736035	0.30296927	Ccdc63	NM_001289809	0.39552766	-0.147	Ccdc63	NM_001289809	0.0754	-0.7519965999999999
2559	Ccdc64	ENSMUST00000055408	0.3359	-0.66089467	Ccdc64	NM_001080808	0.565466	-0.4362189	Ccdc64	NM_001080808	0.0010914000000000002	-1.69	Ccdc64	NM_001080808	0.000502	-1.9912362000000001
2560	Ccdc64b	NM_153784	0.7909999999999999	0.21564133	Ccdc64b	NM_153784	0.856348	0.14279389999999997	Ccdc64b	NM_153784	0.46229158	-0.12	Ccdc64b	NM_153784	0.688	0.1196816
2561	Ccdc65	ENSMUST00000003444	0.9839	0.02391767	Ccdc65	NM_153518	0.8485290000000001	-0.12772831	Ccdc65	NM_153518	0.34654619	-0.153	Ccdc65	NM_153518	0.7340000000000001	0.157138
2562	Ccdc66	NM_177111	0.6135	-0.62496033	Ccdc66	NM_177111	0.940551	-0.08076744	Ccdc66	NM_177111	0.2077746	0.48	Ccdc66	NM_177111	0.3306	0.4749099
2563	Ccdc67	NM_181816	0.8306	0.16543667	Ccdc67	XM_006510159	0.8877299999999999	-0.12531678	Ccdc67	XM_006510159	0.74262417	-0.06	Ccdc67	NM_181816	0.23399999999999999	-0.3418105
2564	Ccdc68	ENSMUST00000043929	0.81855	-0.08728417	Ccdc68	NM_201362	0.806963	-0.16617614	Ccdc68	NM_201362	0.80317946	-0.0633	Ccdc68	NM_201362	0.536	0.24443389999999998
2565	Ccdc69	NM_177471	0.7061	-0.45794733	Ccdc69	ENSMUST00000108880	0.8291379999999999	-0.22672840000000002	Ccdc69	ENSMUST00000108880	0.21210961	-0.40700000000000003	Ccdc69	NM_177471	0.05836666666666667	-1.148517
2566	Ccdc70	NM_026459	0.9828	0.027359	Ccdc70	NM_026459	0.8812059999999999	-0.08395495	Ccdc70	NM_026459	0.43951567	-0.14300000000000002	Ccdc70	NM_026459	0.5	0.1876221
2567	Ccdc71	NM_133744	0.1938	-1.160919	Ccdc71	NM_133744	0.826624	-0.24750402	Ccdc71	NM_133744	0.27799892	-0.24	Ccdc71	NM_133744	0.0845	-1.137604
2568	Ccdc73	NM_177600	0.7775	-0.19227967	Ccdc73	NM_177600	0.49510299999999996	-0.29100415	Ccdc73	NM_177600	0.98653163	-0.0033299999999999996	Ccdc73	NM_177600	0.958	-0.019740200000000003
2569	Ccdc74a	NM_001166164	0.9141	0.07236467	Ccdc74a	ENSMUST00000182368	0.8885139999999999	-0.0956121	Ccdc74a	ENSMUST00000182368	0.8040971	0.06	Ccdc74a	NM_001166164	0.5962	0.022411019999999993
2570	Ccdc77	NM_026028	0.6595	-0.50829133	Ccdc77	NM_026028	0.9718120000000001	-0.03664553	Ccdc77	NM_026028	0.40873549	0.193	Ccdc77	NM_026028	0.2988	-0.43620803333333336
2571	Ccdc8	ENSMUST00000094805	0.8991	0.11588467	Ccdc8	NM_001101535	0.9650299999999999	-0.0462968	Ccdc8	NM_001101535	0.6986796999999999	-0.10300000000000001	Ccdc8	NM_001101535	0.191	-0.3846308
2572	Ccdc80	NM_026439	0.2047	1.92683917	Ccdc80	NM_026439	0.863975	0.12198314	Ccdc80	NM_026439	0.08760232	0.307	Ccdc80	NM_026439	0.27555	0.30860774999999996
2573	Ccdc81	NM_001162979	0.9512	0.07001133	Ccdc81	NM_001162979	0.9458059999999999	0.06194343	Ccdc81	NM_001162979	0.25153531	-0.207	Ccdc81	NM_001162979	0.409	-0.3000178
2574	Ccdc83	NM_183293	0.9634	0.04789467	Ccdc83	NM_029256	0.625512	-0.25864884	Ccdc83	NM_029256	0.84143865	-0.04	Ccdc83	NM_029256	0.7413333333333334	0.07606186666666667
2575	Ccdc84	NM_201372	0.9912	-0.014979	Ccdc84	NM_201372	0.9223459999999999	0.11642126	Ccdc84	NM_201372	0.10718177	-0.55	Ccdc84	NM_201372	0.7135	-0.34526924999999997
2576	Ccdc85a	NM_181577	0.8019	0.14161833	Ccdc85a	NM_001166661	0.8605510000000001	-0.10305242	Ccdc85a	NM_001166661	0.5759541	-0.09	Ccdc85a	NM_001166661	0.45499999999999996	0.1610228
2577	Ccdc85b	NM_198616	0.4821	0.72634467	Ccdc85b	NM_198616	0.974218	0.02945907	Ccdc85b	NM_198616	0.97561033	0.01	Ccdc85b	NM_001243307	0.992	-0.0036099000000000005
2578	Ccdc86	NM_023731	0.8566	0.289867	Ccdc86	NM_023731	0.917292	0.15742069	Ccdc86	NM_023731	0.16388837	0.313	Ccdc86	NM_023731	0.06443666666666667	1.3145301333333335
2579	Ccdc87	NM_207268	0.9039	0.096442	Ccdc87	NM_207268	0.452268	-0.3665509	Ccdc87	NM_207268	0.2820366	-0.18	Ccdc87	NM_207268	0.149	0.3792193
2580	Ccdc88a	ENSMUST00000040182	0.2215	2.59596267	Ccdc88a	NM_176841	0.9522299999999999	-0.0330594	Ccdc88a	NM_176841	0.00463072	1.68	Ccdc88a	NM_176841	0.3038	1.3282085
2581	Ccdc88b	NM_001081291	0.5156	0.32645167	Ccdc88b	NM_001081291	0.8846129999999999	0.08927952	Ccdc88b	NM_001081291	0.06434375	-0.39299999999999996	Ccdc88b	NM_001081291	0.0287	0.908034
2582	Ccdc88c	NM_026681	0.8241	0.19095333	Ccdc88c	NM_026681	0.9650299999999999	0.05257418	Ccdc88c	NM_026681	0.00055307	-1.61	Ccdc88c	NM_026681	0.13106125	-1.4272984250000003
2583	Ccdc89	NM_027298	0.9468	0.05959167	Ccdc89	NM_027298	0.891841	0.08657869	Ccdc89	NM_027298	0.89661403	-0.0267	Ccdc89	NM_027298	0.3443	0.14585775000000004
2584	Ccdc9	ENSMUST00000041010	0.9733	-0.073436	Ccdc9	NM_001136471	0.972925	-0.04212609	Ccdc9	NM_001136471	0.16441345	-0.45	Ccdc9	NM_001136471	0.0631	-0.7894209
2585	Ccdc90b	NM_025515	0.664	-0.62016867	Ccdc90b	NM_001162918	0.877814	-0.17295898	Ccdc90b	NM_001162918	0.02061407	1.12	Ccdc90b	NM_001162918	0.000551	1.7433214
2586	Ccdc91	NM_025911	0.3095	-0.706233	Ccdc91	NM_025911	0.987901	0.01505787	Ccdc91	NM_025911	0.50462426	0.133	Ccdc91	NM_025911	0.0263175	-1.030156575
2587	Ccdc92	ENSMUST00000036206	0.7895	0.359814	Ccdc92	NM_144819	0.8603069999999999	0.20560923	Ccdc92	NM_144819	0.25285935	0.233	Ccdc92	NM_144819	0.599	0.4660228
2588	Ccdc93	NM_001025156	0.8598	-0.17615433	Ccdc93	NM_001025156	0.65159	-0.29226126	Ccdc93	NM_001025156	0.21227785	-0.33	Ccdc93	NM_001025156	0.5582499999999999	-0.14126982500000002
2589	Ccdc94	NM_028381	0.7949	-0.19170767	Ccdc94	NM_028381	0.9471120000000001	-0.06862638	Ccdc94	NM_028381	0.26241182	-0.28300000000000003	Ccdc94	NM_028381	0.2893	0.33868865
2590	Ccdc96	NM_025725	0.5315	0.62549933	Ccdc96	NM_025725	0.687403	0.29247545	Ccdc96	NM_025725	0.21537987	0.237	Ccdc96	NM_025725	0.511	0.1485717
2591	Ccdc97	ENSMUST00000002683	0.7405	-0.373504	Ccdc97	NM_028771	0.792552	-0.22301163	Ccdc97	NM_028771	0.07502185	-0.397	Ccdc97	NM_028771	0.7355	-0.3278753
2592	Cchcr1	NM_146248	0.8759999999999999	0.12831533	Cchcr1	NM_146248	0.923219	0.06601385	Cchcr1	NM_146248	0.04687274	0.57	Cchcr1	NM_146248	0.018	1.3453586000000002
2593	Ccin	NM_001002787	0.8529	0.28783600000000004	Ccin	NM_001002787	0.9569700000000001	-0.03728522	Ccin	NM_001002787	0.10807907	-0.39	Ccin	NM_001002787	0.687	-0.101313
2594	Cck	NM_031161	0.5749	0.30604167	Cck	NM_001284508	0.974138	-0.02262206	Cck	NM_001284508	0.84635186	-0.0433	Cck	NM_001284508	0.929	0.031868099999999996
2595	Cckar	NM_009827	0.7613	0.27667467	Cckar	NM_009827	0.660231	0.30008348	Cckar	NM_009827	0.68445545	-0.0767	Cckar	NM_009827	0.914	0.022203099999999996
2596	Cckbr	NM_007627	0.964	0.03937467	Cckbr	NM_007627	0.915869	0.06070014	Cckbr	NM_007627	0.12601871	-0.293	Cckbr	NM_007627	0.28915	-0.6916855
2597	Ccl1	NM_011329	0.5688	0.753084	Ccl1	NM_011329	0.078628	2.46404098	Ccl1	NM_011329	0.14524731	1.1	Ccl1	NM_011329	0.00206	3.5621032
2598	Ccl11	NM_011330	0.2735	1.711309	Ccl11	NM_011330	0.390369	-0.41403577	Ccl11	NM_011330	0.34725292	-0.297	Ccl11	NM_011330	0.45899999999999996	-0.1763471
2599	Ccl12	NM_011331	0.7288	0.79681067	Ccl12	NM_011331	0.9483809999999999	0.04608253	Ccl12	NM_011331	0.00287591	3.59	Ccl12	NM_011331	0.00027	4.693417500000001
2600	Ccl17	NM_011332	0.3095	2.711703	Ccl17	NM_011332	0.766915	0.20226449999999999	Ccl17	NM_011332	0.38251027	-0.17300000000000001	Ccl17	NM_011332	0.18600000000000003	0.325304
2601	Ccl19	NM_011888	0.480975	0.5668245550000001	Ccl19	NM_011888	0.8706415000000001	0.10472841000000004	Ccl19	NM_011888	0.557514862	-0.12073999999999999	Ccl19	NM_011888	0.955	-0.0275983
2602	Ccl2	NM_011333	0.0833	5.19211467	Ccl2	NM_011333	0.6833859999999999	0.27571681	Ccl2	NM_011333	5.746e-05	4.78	Ccl2	NM_011333	0.0279	3.1610676
2603	Ccl20	NM_016960	0.9854	0.01634167	Ccl20	NM_001159738	0.882782	-0.08882921	Ccl20	NM_001159738	0.05409665	-0.57	Ccl20	NM_001159738	0.134	-0.6463068000000001
2604	Ccl21a	NM_011124	0.25885	2.286258665	Ccl21a	NM_001193666	0.9888469999999999	0.00958228	Ccl21a	NM_001193666	0.13604632	-0.243	Ccl21a	NM_001193666	0.20199999999999999	-0.714029
2605	Ccl22	ENSMUST00000034231	0.3864	2.638229	Ccl22	NM_009137	0.9279440000000001	0.06467351	Ccl22	NM_009137	0.72220079	0.0867	Ccl22	NM_009137	0.93	0.0704437
2606	Ccl24	NM_019577	0.7098	1.054002	Ccl24	NM_019577	0.989133	-0.01423235	Ccl24	NM_019577	0.2543607	0.433	Ccl24	NM_019577	0.821	0.0441957
2607	Ccl25	NM_009138	0.7617	-0.379678	Ccl25	XM_006508738	0.9319835000000001	-0.082262495	Ccl25	XM_006508738	0.20709937	-0.3615	Ccl25	NM_009138	0.743	0.004438749999999991
2608	Ccl27a	NM_001164044	0.83124	0.28374347	Ccl27a	NM_001048179	0.732244	0.54485486	Ccl27a	NM_001048179	0.28404831999999997	-0.318	Ccl27a	NM_001048179	0.5436666666666666	0.004403799999999995
2609	Ccl28	NM_020279	0.8745	0.09750067	Ccl28	NM_020279	0.789963	-0.22297897	Ccl28	NM_020279	0.71471845	-0.0733	Ccl28	NM_020279	0.37453333333333333	-0.5929945333333333
2610	Ccl3	NM_011337	0.0421	6.71770567	Ccl3	NM_011337	0.0017739999999999998	5.40538519	Ccl3	NM_011337	0.05728963	1.18	Ccl3	NM_011337	2.47e-07	9.0967237
2611	Ccl4	NM_013652	0.0421	5.03185833	Ccl4	NM_013652	0.001545	3.35076056	Ccl4	NM_013652	0.57195541	-0.233	Ccl4	NM_013652	3.51e-06	6.2188707
2612	Ccl5	NM_013653	0.6765	0.58057333	Ccl5	NM_013653	0.005741	4.32098346	Ccl5	NM_013653	0.00243923	-1.85	Ccl5	NM_013653	4.67e-06	5.822285099999999
2613	Ccl6	NM_009139	0.6486	1.013944	Ccl6	NM_009139	0.697345	0.24152615	Ccl6	NM_009139	0.00744959	2.65	Ccl6	NM_009139	0.00040899999999999997	4.6380405499999995
2614	Ccl7	NM_013654	0.0421	5.08928567	Ccl7	NM_013654	0.711337	0.3111389	Ccl7	NM_013654	0.00117728	2.71	Ccl7	NM_013654	0.00491	4.440673
2615	Ccl8	NM_021443	0.1333	3.38417867	Ccl8	NM_021443	0.926162	-0.09402579	Ccl8	NM_021443	0.00319393	3.79	Ccl8	NM_021443	0.00112	4.0465184999999995
2616	Ccl9	NM_011338	0.0421	3.54548733	Ccl9	NM_011338	0.781101	0.24098289	Ccl9	NM_011338	0.12561008	1.07	Ccl9	NM_011338	0.004015500000000001	3.0789372999999998
2617	Ccm2	NM_146014	0.2004	-1.722214	Ccm2	NM_001190343	0.255139	-1.54754522	Ccm2	NM_001190343	0.00787008	-1.04	Ccm2	NM_001190343	0.010871	-1.3179272666666668
2618	Ccna1	NM_007628	0.8286	0.22079967	Ccna1	NM_007628	0.703763	-0.26131628	Ccna1	NM_007628	0.85420802	-0.0333	Ccna1	NM_007628	0.998	0.0007526
2619	Ccna2	ENSMUST00000029270	0.9019	0.26284467	Ccna2	NM_009828	0.164761	0.5081646	Ccna2	NM_009828	0.01401633	2.72	Ccna2	NM_009828	5.8349999999999995e-05	4.9766989
2620	Ccnb1	NM_172301	0.8258	0.31044167	Ccnb1	NM_172301	0.887056	0.17734666333333335	Ccnb1	NM_172301	0.00185085	2.3266666666666667	Ccnb1	NM_172301	0.07035114	2.5329974999999996
2621	Ccnb1ip1	NM_001111119	0.6573	0.24069333	Ccnb1ip1	NM_001111119	0.815909	-0.15674864	Ccnb1ip1	NM_001111119	0.53809578	-0.11	Ccnb1ip1	NM_001111119	0.285	-0.5575604000000001
2622	Ccnb2	NM_007630	0.1559	1.47324667	Ccnb2	NM_007630	0.416912	1.57106911	Ccnb2	NM_007630	0.01335213	2.72	Ccnb2	NM_007630	3.58e-06	6.1973794
2623	Ccnb3	NM_183015	0.8649	0.14963533	Ccnb3	NM_183015	0.9032110000000001	0.06497754	Ccnb3	NM_183015	0.77300587	-0.0567	Ccnb3	NM_183015	0.177	0.25034090000000003
2624	Ccnc	NM_001122982	0.4902	0.39176467	Ccnc	NM_001122982	0.773315	-0.44693459	Ccnc	NM_001122982	0.02709644	0.5	Ccnc	NM_001122982	0.3701	0.7393268799999999
2625	Ccnd1	NM_007631	0.4192	1.42056533	Ccnd1	NM_007631	0.8291379999999999	0.24975749	Ccnd1	NM_007631	0.00012677	3.6	Ccnd1	NM_007631	0.016753333333333332	2.1669913333333333
2626	Ccnd2	NM_009829	0.9868	0.03001933	Ccnd2	NM_009829	0.787664	0.31909108	Ccnd2	NM_009829	0.11945655	-0.49700000000000005	Ccnd2	NM_009829	0.0684	-0.7477953857142856
2627	Ccnd3	NM_001081636	0.8686	0.14838333	Ccnd3	NM_001081635	0.6998340000000001	0.40839406	Ccnd3	NM_001081635	0.11769495	-0.5	Ccnd3	NM_001081635	0.3257833333333333	-0.8108678333333333
2628	Ccndbp1	NM_010761	0.3079	-0.55880367	Ccndbp1	NM_010761	0.669668	-0.40353785	Ccndbp1	NM_010761	0.04592481	-0.623	Ccndbp1	NM_010761	0.007679999999999999	-0.7868791
2629	Ccne1	ENSMUST00000108023	0.2597	-0.75172633	Ccne1	NM_007633	0.875152	-0.22658812	Ccne1	NM_007633	0.06882297	0.757	Ccne1	NM_007633	0.07792000000000002	0.5372515
2630	Ccne2	NM_009830	0.6911	0.24222467	Ccne2	NM_001037134	0.8461549999999999	0.17924937	Ccne2	NM_001037134	0.04614268	0.9570000000000001	Ccne2	NM_001037134	0.0662	2.1287379
2631	Ccnf	NM_007634	0.8824	-0.10627467	Ccnf	NM_007634	0.709368	0.31958865	Ccnf	NM_007634	0.01485199	0.81	Ccnf	NM_007634	0.01625	1.27274125
2632	Ccng1	NM_009831	0.3676	-0.50354967	Ccng1	NM_009831	0.8302360000000001	0.26521003	Ccng1	NM_009831	0.36098634	0.423	Ccng1	NM_009831	0.05257333333333333	0.8335973999999999
2633	Ccng2	ENSMUST00000121127	0.526	-0.51406267	Ccng2	ENSMUST00000130183	0.855856	0.21603249	Ccng2	ENSMUST00000130183	0.66654201	-0.17300000000000001	Ccng2	NM_007635	0.4345	0.15851005
2634	Ccnh	NM_023243	0.7801	-0.57985633	Ccnh	NM_023243	0.915866	0.12578068	Ccnh	NM_023243	0.013090200000000001	0.713	Ccnh	NM_023243	0.054906666666666666	1.124572
2635	Ccni	NM_017367	0.9697	0.04114633	Ccni	NM_017367	0.883008	0.19382033	Ccni	NM_017367	0.021411765	0.5935	Ccni	NM_017367	0.005555	0.571205175
2636	Ccnj	ENSMUST00000119316	0.2146	-0.86653667	Ccnj	ENSMUST00000119316	0.736081	-0.22913618	Ccnj	ENSMUST00000119316	0.51790855	-0.19	Ccnj	NM_172839	0.42100000000000004	-0.5119691
2637	Ccnjl	NM_001045530	0.9176	-0.08339833	Ccnjl	NM_001045530	0.5033979999999999	-0.30834886	Ccnjl	NM_001045530	0.26266916	-0.177	Ccnjl	NM_001045530	0.3387666666666667	-0.6008962999999999
2638	Ccnk	NM_009832	0.8244	-0.21761033	Ccnk	NM_009832	0.8448389999999999	0.1142654	Ccnk	NM_009832	0.39828376	-0.187	Ccnk	NM_009832	0.0367	1.0651652
2639	Ccnl1	NM_019937	0.2146	0.67801767	Ccnl1	NM_019937	0.5232899999999999	0.37172659999999996	Ccnl1	NM_019937	0.0372406	-0.8	Ccnl1	NM_001025442	0.489	0.39955490000000005
2640	Ccnl2	NM_207678	0.8938999999999999	-0.128475335	Ccnl2	NM_207678	0.8368059999999999	-0.24825738	Ccnl2	NM_207678	0.00183588	-0.97	Ccnl2	NM_018856	0.02399	-1.5424067333333333
2641	Ccno	NM_001081062	0.9139	0.08603567	Ccno	NM_001081062	0.817075	0.16619894	Ccno	NM_001081062	0.01490825	-0.84	Ccno	NM_001081062	0.513	0.23229940000000002
2642	Ccnt1	ENSMUST00000169707	0.9033	0.08145233	Ccnt1	NM_009833	0.744047	-0.64643566	Ccnt1	NM_009833	0.07475813	-0.503	Ccnt1	NM_009833	0.36479999999999996	-0.485014
2643	Ccnt2	ENSMUST00000027587	0.778	-0.42177533	Ccnt2	NM_028399	0.819263	-0.38267057	Ccnt2	NM_028399	0.00945746	-0.857	Ccnt2	NM_028399	0.26514800000000005	-1.6496411800000002
2644	Ccny	NM_026484	0.7767	-0.30888567	Ccny	NM_026484	0.775355	-0.27000756	Ccny	NM_026484	0.40624476	0.16699999999999998	Ccny	NM_026484	0.25467142857142855	-0.35882117142857134
